model,clip,ground_truth,hypothesis,wer,latency_s
small.en,2412-153954-0018,they felt my pulse they looked at my tongue they listened at my chest they felt all my muscles and at the end of each operation they looked at the chief and nodded and said something in a tone quite pleasant as though i were all right,"They felt my pulse, they looked at my tongue, they listened at my chest, they felt all my muscles and at the end of each operation they looked at the chief and nodded and said something in a tone quite pleasant as though I were all right.",0.0000,0.3128
small.en,3536-8226-0002,at last he sent word to say that he himself would be in england before the end of march and would see that the majesty of the law should be vindicated in his favour,"At last he sent word to say that he himself would be in England before the end of March, and would see that the majesty of the law should be vindicated in his favor.",0.0294,0.3014
small.en,5895-34629-0020,these were remarkable talents,These were remarkable talents.,0.0000,0.0837
small.en,5536-43359-0014,the hospitality of the wigwam is only limited by the institution of war,The hospitality of the wigwam is only limited by the institution of war.,0.0000,0.1150
small.en,8297-275155-0002,after reading one or two of the political articles he arrived at the columns specially devoted to fashionable intelligence,"After reading one or two of the political articles, he arrived at the columns specially devoted to fashionable intelligence.",0.0000,0.1517
small.en,652-130726-0027,put into the oven again and cook for half an hour basting frequently with the original brine,"Put into the oven again and cook for half an hour, basting frequently with the original brine.",0.0000,0.1685
small.en,2412-153947-0014,i made a few further very trifling alterations before moulds were taken but since the summer of eighteen seventy two as new editions were from time to time wanted they have been printed from stereos then made,"I made a few further very trifling alterations before molds were taken, but since the summer of 1872, as new additions were from time to time wanted, they had been printed from stereos then made.",0.1622,0.3181
small.en,6241-61943-0014,he was however but a civil servant a magistrate the governor of the island baron trampe,"He was, however, but a civil servant, a magistrate, the governor of the island, Baron Tramp.",0.0625,0.2076
small.en,2803-161169-0017,when your hands or lips are cracked and rough from the cold does your mother ever put on glycerin to heal them,"When your hands or lips are cracked and rough from the cold, does your mother ever put on glycerin to heal them?",0.0000,0.1481
small.en,422-122949-0010,in fact conformably to the slow rise of the democratic social order and its cause the blending of the blood of masters and slaves the originally noble and rare impulse of the masters to assign a value to themselves and to think well of themselves will now be more and more encouraged and extended but it has at all times an older ampler and more radically ingrained propensity opposed to it and in the phenomenon of vanity this older propensity overmasters the younger,"In fact, conformably to the slow rise of the democratic social order and its cause, the blending of the blood of masters and slaves, the original noble and rare impulse of the masters to assign a value to themselves and to think well of themselves, will now be more and more encouraged and extended. But it has at all times an older, ampler, and more radically ingrained propensity apposed to it, and in the phenomenon of vanity this older propensity over masters the younger.",0.0482,0.6524
small.en,6345-64257-0000,when she said good night to beenie and went to her chamber over that where the loved parent and friend would fall asleep no more she felt as if she went walking along to her tomb,"When she said good-night to Beanie, and went to her chamber, over that where the loved parent and friend would fall asleep no more, she felt as if she went walking along to her tomb.",0.0833,0.2736
small.en,2078-142845-0006,look at it from time to time when it has been laid for nearly an hour and when the yeast has risen and broken through the flour so that bubbles appear in it you will know that it is ready to be made up into dough,"Look at it from time to time. When it has been laid for nearly an hour, and when the yeast has risen and broken through the flour so that bubbles appear in it, you will know that it is ready to be made up into dough.",0.0000,0.3689
small.en,3170-137482-0032,i obeyed implicitly and met your excellency,I obeyed implicitly and met Your Excellency.,0.0000,0.0982
small.en,7850-281318-0000,some are wonderfully wrought pretty little homes for birdikins,"Some are wonderfully wrought, pretty little homes for berticans.",0.1111,0.1363
small.en,2428-83705-0013,it is from her action in that matter that my suspicion springs,It is from her action in that matter that my suspicion springs.,0.0000,0.1311
small.en,3000-15664-0037,the vivid green of the boulders beneath the water is very striking and colors the entire stream with the exception of the portions broken into foam,The vivid green of the boulders beneath the water is very striking and colors the entire stream with the exception of the portions broken into foam.,0.0000,0.2118
small.en,2428-83705-0011,i never saw people like the snellings for possessing relatives in all sorts of lines,I never saw people like the Snellings for possessing relatives and all sorts of lines.,0.0667,0.1630
